id,nickname,title,body,rating,version,country,date
as_100208,will1997,Ordered pasta for teh,Ordered pasta for teh whole family on Friday. Zero complaints.,5,4.0.3,DE,2026-07-14T03:59:59Z
as_100209,luke53,So easy,18 orders in and not a single problem. Never lets me down.,5,4.0.4,IE,2026-07-14T05:45:39Z
as_100210,maya.v,Thoughts,"Decent app, a bit slow sometimes.",3,4.0.3,US,2026-07-14T19:04:50Z
as_100211,elena_w1,Brilliant,Great selection of local restaurants. Five stars Anyone else?,5,4.0.3,DE,2026-07-14T23:58:53Z
as_100212,jake655,Perfect,Not sure if anyone reads these but 29 orders in and not a single problem. Cheaper than the others too,4,4.0.3,IE,2026-07-15T13:42:21Z
as_100213,arjun.l,Suggestion,"my phone is in dark mode, the app is not. fix pls.",4,4.0.3,US,2026-07-15T16:32:52Z
as_100214,oliver_w10,Cold food,Souvlaki Bros sent the wrong dish and nobody answers the chat.,2,4.0.3,ES,2026-07-15T19:33:46Z
as_100215,josh1987,Ok,Alright. Some restaurants are overpriced on here.,3,4.0.4,GB,2026-07-15T19:40:33Z
as_100216,luke_106,Brilliant,"Not sure if anyone reads these but Been using PapaEats for a year, never lets me down.",4,4.0.4,US,2026-07-16T02:28:22Z
as_100217,ruby_b98,Never fails,🔥🔥🔥,4,4.0.3,US,2026-07-16T05:52:59Z
as_100218,will_s56,Been using PapaEats for,Been using PapaEats for 10 months now. The scheduled delivery thing is genius for the office.,5,4.0.3,AU,2026-07-16T06:35:56Z
as_100219,leo1990,Perfect,20 orders in and not a single problem. The scheduled delivery thing is genius for teh office.,4,4.0.4,CA,2026-07-16T08:32:35Z
as_100219,leo1990,Perfect,20 orders in and not a single problem. The scheduled delivery thing is genius for teh office.,4,4.0.4,CA,2026-07-16T08:32:35Z
as_100220,hugo.n,Five stars,"Five stars, no notes.",4,4.0.4,GB,2026-07-16T12:53:58Z
as_100221,rosa_m89,Is there a way,Is there a way to schedule an order for tomorrow?,4,4.0.3,IE,2026-07-16T17:30:25Z
as_100222,theo_b12,Cheaper than the other,Cheaper than the other apps and better restaurants Anyone else?,4,4.0.3,IE,2026-07-16T21:50:18Z
as_100223,jessx395,The favourites feature is,The favourites feature is handy. Great app.,4,4.0.4,US,2026-07-16T23:17:21Z
as_100224,lukasx257,Superb,"Honestly, been using PapaEats for 6 months now... Keep it up 😩",5,4.0.3,FR,2026-07-17T01:12:59Z
as_100225,harry_k51,FYI 26 orders in,FYI 26 orders in and not a single problem. So easy.,4,4.0.3,ES,2026-07-17T08:02:13Z
as_100226,rosa_596,Perfect,Found Taco Loco on here and it's now our regular. Five stars.,4,4.0.3,CA,2026-07-17T15:01:36Z
as_100227,yasmin.d,Great app,Ordered tacos from Nonna's last night and it arrived in 28 minutes. Love it.,5,4.0.3,US,2026-07-17T15:17:41Z
as_100228,luke_789,Not sure if anyone,"Not sure if anyone reads these but five stars, no notes.",4,4.0.3,DE,2026-07-17T21:42:20Z
as_100229,ella.a,Ok,"Hey team, works well most of the time.",3,4.0.4,GB,2026-07-17T23:50:04Z
as_100230,theo1980,Top app,Delivery was early! Food was hot. Perfect.,5,4.0.4,FR,2026-07-18T01:21:20Z
as_100231,max.d,Perfect,yum,5,4.0.4,ES,2026-07-18T05:48:41Z
as_100232,louis60,Perfect,18 orders in and not a single problem. Driver was lovely.,5,4.0.4,ES,2026-07-18T13:19:54Z
as_100233,dan.r,So easy,Customer support sorted my missing item in five minutes. Impressed.,5,4.0.3,ES,2026-07-18T14:23:54Z
as_100234,lukas2001,"Clean design, easy to","Clean design, easy to use, food always on time.",5,4.0.3,GB,2026-07-18T18:02:19Z
as_100235,amara_i24,Do better,Not sure if anyone reads these but driver left the food at the wrong building. Do better.,3,4.0.3,DE,2026-07-18T18:37:11Z
as_100236,aisha.t,Excellent,"Hi, been using PapaEats for a year, never lets me down 😩",5,4.0.3,GB,2026-07-18T19:58:35Z
as_100237,nina_i29,Recommended,Just works. Love the live tracking.,5,4.0.3,CA,2026-07-19T04:04:52Z
as_100238,sofia_w1,Superb,Not sure if anyone reads these but ordered indian from Golden Dragon for the match and it arrived in 38 minutes. Zero complaints.,5,4.0.3,ES,2026-07-19T04:52:59Z
as_100239,ruby_p35,Love it,"Hi, the favourites feature is handy. Great app.",5,4.0.4,AU,2026-07-19T04:56:47Z
as_100240,ravi.c,Never fails,18 orders in and not a single problem. Food was hot. Perfect.,5,4.0.3,CA,2026-07-19T05:36:51Z
as_100241,camille1981,Brilliant,yum,4,4.0.4,ES,2026-07-19T06:20:08Z
as_100242,oliver.v,Poor service,Golden Dragon cancelled my order after 30 minutes of waiting. Disappointed.,2,4.0.4,ES,2026-07-19T19:24:33Z
as_100243,ruby.a,Brilliant,Friday night poke sorted in about 33 minutes. Zero complaints.,5,4.0.4,AU,2026-07-19T19:58:25Z
as_100244,aisha1998,Superb,"Five stars, no notes.",5,4.0.4,US,2026-07-19T23:57:53Z
as_100245,omar_703,Second time my order,Second time my order has gone to the wrong address.,2,4.1.2,ES,2026-07-20T02:26:48Z
as_100246,callum.z,Five stars,Easy peasy.,5,4.1.0,GB,2026-07-20T03:06:32Z
as_100247,harry_e5,Excellent,My go-to app for Friday night takeaways 🍕,4,4.1.0,FR,2026-07-20T07:19:32Z
as_100248,aisha_b26,Info,Is there a way to schedule an order for tomorrow?,4,4.1.0,DE,2026-07-20T10:21:12Z
as_100249,luke_j11,Best delivery app,"Hi, found Pho 24 on here and it's now our regular. Reordering is two taps Sort it please.",4,4.1.2,AU,2026-07-20T11:32:05Z
as_100250,sara_w70,Missing items,The refund for my missing items took 8 days. Come on.,2,4.1.2,GB,2026-07-20T16:39:55Z
as_100251,noah.g,Random,Not bad. Wish there were more restaurants in my area.,3,4.1.2,GB,2026-07-20T22:33:55Z
as_100252,sam.l,Missing items,got half my order... support gave me a £2 credit. insulting. won't be ordering again.,2,4.1.0,DE,2026-07-21T00:13:20Z
as_100253,adam1994,FYI friday night fried,FYI friday night fried chicken sorted in about 38 minutes. Big fan 😤,5,4.1.2,US,2026-07-21T04:12:12Z
as_100254,jake_h96,Do better,Service fee plus delivery fee plus small order fee. It's getting silly. Won't be ordering again.,5,4.1.2,FR,2026-07-21T07:03:54Z
as_100255,louis1992,Been using PapaEats for,Been using PapaEats for 4 months now. Brilliant.,4,4.1.2,AU,2026-07-21T08:05:35Z
as_100256,ruby_b98,The app is so,The app is so smooth. Reordering my usual takes two taps !!,4,4.1.2,US,2026-07-21T17:05:20Z
as_100257,chloe1980,Perfect,ordered thai from Nonna's at lunch and it arrived in 19 minutes. So easy.,4,4.1.2,IE,2026-07-21T21:59:29Z
as_100258,lucia_j74,Perfect,"Been using PapaEats for a year, never lets me down.",5,4.1.2,IN,2026-07-22T11:56:44Z
as_100259,leah2005,Not great,"right. missing items, again. paid for 3, got 2 sort it please.",1,4.1.2,IE,2026-07-22T20:52:56Z
as_100260,grace360,Love it,"Quick sushi on Sunday, arrived early... Five stars.",5,4.1.0,CA,2026-07-22T21:09:00Z
as_100261,maya1988,Top app,"quick pizza for movie night, arrived early. Food was hot. Perfect.",5,4.1.2,DE,2026-07-22T22:05:14Z
as_100262,jake_h96,Five stars,30 orders in and not a single problem. five stars.,5,4.1.2,CA,2026-07-23T09:31:34Z
as_100263,adam125,Recommended,"Hey team, Friday night poke sorted in about 31 minutes. Driver was lovely Please look into it.",5,4.1.2,CA,2026-07-23T16:33:00Z
as_100264,fatima1985,Amazing. Thank you ,Amazing. Thank you !!,5,4.1.0,GB,2026-07-23T21:17:22Z
as_100265,george_i94,Quick one: cheaper than,Quick one: cheaper than the other apps and better restaurants Thx,4,4.1.2,FR,2026-07-24T00:16:23Z
as_100266,arjun_n75,found sakura on here,found sakura on here and it's now our regular. would recommend.,4,4.1.0,GB,2026-07-24T00:18:02Z
as_100267,luke_d2,Love it,"Quick chinese on Sunday, arrived early. Love it.",5,4.1.2,GB,2026-07-24T02:57:24Z
as_100268,meera.o,Love it,"Honestly, the reorder button is genius.",5,4.1.2,US,2026-07-24T06:01:44Z
as_100269,amara_e33,The refund for my,The refund for my missing items took 8 days. Come on Anyone else?,2,4.1.0,IE,2026-07-24T07:43:00Z
as_100270,emma1989,Quick one: clean design,"Quick one: clean design, easy to use, food always on time.",5,4.1.2,GB,2026-07-24T12:25:58Z
as_100271,diego1997,So easy,Found Burger Barn on here and it's now our regular. Food was hot. Perfect.,5,4.1.0,US,2026-07-24T19:46:21Z
as_100272,kai_v89,Mama Rosa through this,Mama Rosa through this app last night. 19 minutes door to door. Keep it up.,5,4.1.0,IE,2026-07-24T21:34:03Z
as_100273,anna1986,Brilliant,"Right. been using PapaEats for 12 months now. Simple, fast, reliable.",5,4.1.2,FR,2026-07-24T23:19:43Z
as_100274,kenji_990,Superb,"Hey team, the app is so smooth. Reordering my usual takes two taps 😤",5,4.1.0,AU,2026-07-24T23:22:27Z
as_100275,rosax494,Recommended,"Hey team, been using PapaEats for a year, never lets me down.",5,4.1.2,FR,2026-07-25T01:08:34Z
as_100276,anya1991,Best delivery app,Ordered pizza for the whole family at lunch. 10/10 !!,5,4.1.2,US,2026-07-25T13:59:13Z
as_100277,elena1986,Love it,Been using PapaEats for 12 months now. Never lets me down.,5,4.1.2,IN,2026-07-25T14:26:21Z
as_100278,elena_z6,Never fails,the app is so smooth. reordering my usual takes two taps,5,4.1.0,FR,2026-07-25T14:56:00Z
as_100279,ethan.n,Best delivery app,"So, The favourites feature is handy. Great app.",5,4.1.2,ES,2026-07-25T17:57:21Z
as_100280,isla_f4,Perfect,"Ugh. Been using PapaEats for a year, never lets me down.",5,4.1.2,AU,2026-07-25T19:42:00Z
as_100281,yuki.p,Curry Leaf cancelled my,Curry Leaf cancelled my order after 30 minutes of waiting. Do better,1,4.1.2,IE,2026-07-25T23:20:03Z
as_100282,kenji_v9,Never fails,"Quick pho after work, arrived early. Best delivery app I've used.",5,4.1.2,IE,2026-07-26T00:38:46Z
as_100283,anya.a,Top app,Ugh. Just works. Love the live tracking.,5,4.1.2,US,2026-07-26T03:31:40Z
as_100284,emma_h85,Recommended,Top tier app Thanks.,4,4.1.2,DE,2026-07-26T05:02:13Z
as_100285,anya_321,Right. Meh. It works,Right. Meh. It works Sort it please.,3,4.1.0,ES,2026-07-26T08:39:20Z
as_100286,theo1988,Recommended,"Hi, the app is so smooth. Reordering my usual takes two taps Thx",4,4.1.2,DE,2026-07-26T09:47:40Z
as_100287,meera1995,Brilliant,Right. Found Mama Rosa on here and it's now our regular. Never lets me down Anyone else?,4,4.1.2,US,2026-07-26T09:50:43Z
as_100288,callum1981,Great app,Top tier app,5,4.1.2,GB,2026-07-26T09:50:49Z
as_100289,leah_i39,"Hey team, Decent app","Hey team, Decent app, a bit slow sometimes",3,4.1.0,DE,2026-07-26T12:46:01Z
as_100290,alfie_d69,Ok,"So, Good app but the service fee keeps creeping up.",3,4.1.0,CA,2026-07-26T18:44:42Z
as_100291,amelia.d,So easy,Just works. Love the live tracking Cheers.,5,4.1.2,GB,2026-07-26T20:34:34Z
as_100292,will1996,One thing missing,"Hi, splitting a £60 order across four cards manually is not fun. Build it in!",5,4.1.2,US,2026-07-27T09:07:34Z
as_100293,dan_d12,Five stars,Ordered pho from Pho 24 on Sunday and it arrived in 40 minutes. Best delivery app I've used.,5,4.1.2,DE,2026-07-27T13:37:55Z
as_100294,noah_v17,Not great,Driver was rude and basically threw the bag at the door. Come on.,2,4.1.2,GB,2026-07-27T13:47:36Z
as_100295,rob_e36,"Hi, not bad. Wish","Hi, not bad. Wish there were more restaurants in my area.",3,4.1.0,GB,2026-07-27T18:23:19Z
as_100296,hugo_o12,So easy,FYI ordered ramen for the whole family after work. Zero complaints.,4,4.1.0,GB,2026-07-28T08:19:16Z
as_100297,pierre.n,Quick burgers on Sunday,"Quick burgers on Sunday, arrived early. Love it.",5,4.1.2,GB,2026-07-28T09:14:03Z
as_100298,omar_b50,Love it,"So, nonna's through this app last night. 19 minutes door to door. Love it",5,4.1.2,IE,2026-07-28T12:41:35Z
as_100299,diego_e1,Recommended,Delivery drivers are always friendly. Great app.,4,4.1.2,IE,2026-07-28T13:56:14Z
as_100300,louis1989,how to change phone,how to change phone number,4,4.1.2,AU,2026-07-28T13:59:58Z
as_100301,tom1990,Make $5000 a week,"Make $5000 a week from home, visit bit.ly/2xW9aQ",5,4.1.2,GB,2026-07-28T16:54:00Z
as_100302,tarax787,Excellent,Easy peasy.,4,4.1.2,ES,2026-07-28T17:22:56Z
as_100303,elena_c31,Delivery drivers are always,Delivery drivers are always friendly. Great app.,5,4.1.2,CA,2026-07-28T18:27:06Z
as_100304,amara1997,Excellent,🔥🔥🔥,5,4.1.2,IE,2026-07-29T04:38:52Z
as_100305,camille_h97,Right. friday night pho,Right. friday night pho sorted in about 27 minutes. So easy.,4,4.1.2,IE,2026-07-29T07:35:15Z
as_100306,jake_h96,Love it,better than the big apps for my area. Way more choice.,4,4.1.2,DE,2026-07-29T16:41:25Z
as_100307,isla_v79,Ugh. got half my,Ugh. got half my order. Support gave me a £2 credit. Insulting,1,4.1.2,IN,2026-07-29T19:01:56Z
as_100308,arjun_b47,Do better,"Hi, Food was cold and the drink was missing.",3,4.1.0,GB,2026-07-29T19:34:28Z
as_100309,george_f36,Found Green Bowl on,Found Green Bowl on here and it's now our regular. Would recommend.,5,4.1.2,US,2026-07-29T19:45:40Z
as_100310,leah1981,Top app,"Clean design, easy to use, food always on time.",4,4.1.2,FR,2026-07-30T00:25:49Z
as_100311,leox699,Suggestion,A dark mode toggle is teh only thing I'd change.,4,4.1.2,GB,2026-07-30T09:35:10Z
as_100312,rubyx235,nonna's through this app,nonna's through this app at lunch. 23 minutes door to door. Never lets me down Thx,5,4.1.2,CA,2026-07-30T13:53:04Z
as_100313,luciax146,Superb,"Just so you know, quick pizza after work, arrived early. Big fan.",4,4.1.2,FR,2026-07-30T14:26:38Z
as_100314,aaronx82,It's fine. Does the,It's fine. Does the job,3,4.1.2,FR,2026-07-30T15:49:07Z
as_100315,adam1990,Love it,Cheaper than the other apps and better restaurants !!,5,4.1.2,CA,2026-07-30T16:52:21Z
as_100316,lukas_w27,Quick one: 19 orders,Quick one: 19 orders in and not a single problem. Reordering is two taps.,5,4.1.0,IN,2026-07-31T02:16:44Z
as_100317,adam_856,Five stars,The favourites feature is handy. Great app.,4,4.1.2,DE,2026-07-31T05:27:37Z
as_100318,sofia473,So easy,"absolutely brilliant. Ordered at 7, ate at 7:25 Thanks.",5,4.1.2,CA,2026-08-01T00:34:51Z
as_100319,aishax205,Frustrating,Verification SMS doesn't arrive on my network. Email option please,1,4.1.2,IN,2026-08-01T06:14:27Z
as_100320,louis60,Five stars,Been using PapaEats for 2 months now. Keep it up.,5,4.1.2,IE,2026-08-01T06:23:50Z
as_100321,alfie133,Never fails,"quick indian after work, arrived early. Love it.",4,4.1.2,DE,2026-08-01T09:11:40Z
as_100322,hugo.t,Found Sakura on here,Found Sakura on here and it's now our regular. Reordering is two taps.,4,4.1.2,FR,2026-08-01T18:13:48Z
as_100323,sara_s28,Excellent,found Nonna's on here and it's now our regular. Love it.,4,4.1.2,US,2026-08-02T07:52:28Z
as_100324,ella.l,Never fails,Perfect every time.,5,4.1.2,GB,2026-08-02T08:35:37Z
as_100325,leo_w79,Ok,Anyone know if Nonna's does gluten free?,4,4.1.2,DE,2026-08-02T16:01:59Z
as_100326,callum_m52,Best delivery app,Been using PapaEats for 7 months now. Five stars,5,4.1.0,CA,2026-08-02T17:02:15Z
as_100327,chloe2004,Five stars,better than the big apps for my area. Way more choice.,5,4.1.2,GB,2026-08-02T19:00:59Z
as_100328,ella_p48,Superb,Not sure if anyone reads these but the promo codes are generous and actually work for me.,5,4.1.2,AU,2026-08-02T21:32:27Z
as_100329,diego1997,Never had a problem,Never had a problem with the app but the delivery times lately are terrible. Third time this month.,1,4.1.0,DE,2026-08-02T21:35:19Z
as_100330,george1981,Excellent,Ordered burgers from Nonna's on Sunday and it arrived in 27 minutes. Zero complaints.,4,4.1.2,GB,2026-08-03T01:51:27Z
as_100331,lucia_w93,Thoughts,"Honestly, Meh. It works.",3,4.1.2,US,2026-08-03T04:34:04Z
as_100332,priya_z70,Poor service,Delivery took over an hour and the pizza was stone cold. Refund please.,2,4.1.2,GB,2026-08-03T12:56:56Z
as_100333,kai_m72,Top app,Big fan. Please add more restaurants in Leeds though Thanks.,4,4.1.2,GB,2026-08-03T14:45:26Z
as_100334,arjun.p,Perfect,Right. Delivery was early! Food was hot. Perfect Anyone else?,4,4.1.2,FR,2026-08-03T15:19:57Z
as_100335,luke_v93,Not great,The refund for my missing items took 8 days,2,4.1.2,US,2026-08-03T15:29:19Z
as_100336,fatima2003,Absolutely brilliant. Ordered at,"Absolutely brilliant. Ordered at 7, ate at 7:25.",4,4.1.2,CA,2026-08-03T21:35:06Z
as_100337,ruby.f,Superb,Found Taco Loco on here and it's now our regular. Love it Sort it please.,4,4.1.0,GB,2026-08-03T21:42:44Z
as_100338,will_d74,Best delivery app,quick one: ordered pasta from bao house last night and it arrived in 27 minutes. the scheduled delivery thing is genius for the office thanks.,5,4.1.2,GB,2026-08-03T22:38:28Z
as_100339,leo_k19,Five stars,"Been using PapaEats for a year, never lets me down.",4,4.1.2,US,2026-08-04T02:47:56Z
as_100340,isla_v79,Right. driver marked it,Right. driver marked it delivered. It was not delivered.,5,4.1.0,ES,2026-08-04T22:34:52Z
as_100341,layla_g18,Random,"Decent app, a bit slow sometimes.",3,4.1.2,IN,2026-08-04T23:06:49Z
as_100342,priya678,Random,Good enough Sort it please.,3,4.1.0,AU,2026-08-05T00:33:48Z
as_100343,hugo_d7,Perfect,Ugh. 22 orders in and not a single problem. Would recommend.,5,4.1.0,US,2026-08-05T01:02:51Z
as_100344,zara1981,The restaurant's own website,The restaurant's own website is cheaper.,4,4.1.2,US,2026-08-05T08:56:45Z
as_100345,arjunx834,Right. the app is,Right. the app is so smooth. Reordering my usual takes two taps.,4,4.1.2,US,2026-08-05T09:30:04Z
as_100346,yasmin_s35,Nonna's through this app,Nonna's through this app at lunch. 18 minutes door to door. Driver was lovely.,5,4.1.2,GB,2026-08-05T12:35:19Z
as_100347,maya_68,So easy,Ordered pasta for the whole family after work. The scheduled delivery thing is genius for the office.,5,4.1.0,AU,2026-08-05T12:50:35Z
as_100348,leox824,Quick tacos for movie,"Quick tacos for movie night, arrived early. Big fan Cheers.",5,4.1.0,AU,2026-08-05T13:18:53Z
as_100349,callumx48,Just so you know,"Just so you know, Quick indian on Sunday, arrived early. 10/10 Sort it please.",5,4.1.0,US,2026-08-05T15:15:18Z
as_100350,jess96,Right. absolutely brilliant. Ordered,"Right. absolutely brilliant. Ordered at 7, ate at 7:25 Thanks.",4,4.1.0,IN,2026-08-05T15:49:16Z
as_100351,ella1998,Help,Is there a family account option? Cheers.,4,4.1.0,US,2026-08-05T18:23:55Z
as_100352,adamx507,Perfect every time,Perfect every time.,4,4.1.2,FR,2026-08-05T18:50:56Z
as_100352,adamx507,Perfect every time,Perfect every time.,4,4.1.2,FR,2026-08-05T18:50:56Z
as_100353,arjun_b58,Does teh app work,Does teh app work abroad?,3,4.1.2,US,2026-08-05T23:28:04Z
as_100354,max_s50,Top app,"hey team, great app 👍 😩",4,4.1.0,DE,2026-08-06T00:34:49Z
as_100355,nadia593,Missing items,Not sure if anyone reads these but Never had a problem with the app but the delivery times lately are terrible. Disappointed 😩,1,4.1.0,IN,2026-08-06T05:31:07Z
as_100356,josh.p,Cold food,"Ugh. Late, cold, and missing the sauce. Great. Disappointed.",3,4.1.0,ES,2026-08-06T06:25:39Z
as_100357,leah_j17,Hmm,Alright. Some restaurants are overpriced on here.,3,4.1.2,AU,2026-08-06T06:33:42Z
as_100357,leah_j17,Hmm,Alright. Some restaurants are overpriced on here.,3,4.1.2,AU,2026-08-06T06:33:42Z
as_100358,lukas1990,Perfect,Ordered tacos from Poke Bros for movie night and it arrived in 33 minutes. Never lets me down.,5,4.1.2,FR,2026-08-06T10:09:29Z
as_100358,lukas1990,Perfect,Ordered tacos from Poke Bros for movie night and it arrived in 33 minutes. Never lets me down.,5,4.1.2,FR,2026-08-06T10:09:29Z
as_100359,layla1991,Great app,Quick one: friday night pasta sorted in about 32 minutes. Zero complaints.,4,4.1.2,GB,2026-08-06T10:26:08Z
as_100360,zara1995,Superb,Ordered ramen from Wing Kings for the match and it arrived in 26 minutes. Best delivery app I've used.,5,4.1.2,GB,2026-08-06T12:30:27Z
as_100361,anna_612,Easy peasy,Easy peasy.,5,4.1.0,IN,2026-08-06T13:09:13Z
as_100362,yuki1986,Free,test,5,4.1.2,GB,2026-08-06T14:43:54Z
as_100363,george2003,Never fails,The scheduled delivery feature is brilliant for office lunches Please look into it...,5,4.1.2,IN,2026-08-06T17:02:43Z
as_100363,george2003,Never fails,The scheduled delivery feature is brilliant for office lunches Please look into it...,5,4.1.2,IN,2026-08-06T17:02:43Z
as_100364,anya_p96,Love it,24 orders in and not a single problem. Best delivery app I've used Please look into it.,5,4.1.2,US,2026-08-07T03:01:42Z
as_100365,dev_a42,Five stars,So good 😍 Sort it please.,5,4.1.2,GB,2026-08-07T06:04:30Z
as_100366,isla1995,Never fails,"Quick pasta yesterday, arrived early. Driver was lovely.",5,4.1.2,AU,2026-08-07T07:41:03Z
as_100367,maya2001,Five stars,Nonna's through this app yesterday. 35 minutes door to door. Never lets me down Please look into it.,4,4.1.0,GB,2026-08-07T11:55:51Z
as_100368,amara1987,Great app,"Clean design, easy to use, food always on time.",5,4.1.2,US,2026-08-07T13:01:24Z
as_100369,fatima.s,Best food delivery app,"Best food delivery app I've used. Fast, easy, and the tracking is great.",5,4.1.2,DE,2026-08-07T14:15:52Z
as_100370,theo_b12,been using PapaEats for,been using PapaEats for 4 months now. Exactly what a delivery app should be.,5,4.1.2,AU,2026-08-07T17:53:20Z
as_100371,grace_k31,Hey,asdfghjkl,5,4.1.2,US,2026-08-07T18:43:02Z
as_100372,lukas2002,Love it,Big fan. Please add more restaurants in Leeds though Anyone else?,5,4.1.0,IE,2026-08-07T18:44:12Z
as_100373,yuki_v59,So easy,Easy peasy Sort it please.,4,4.1.2,FR,2026-08-07T21:33:49Z
as_100374,louis_h54,"So, Perfect every time","So, Perfect every time",4,4.1.0,GB,2026-08-08T13:57:35Z
as_100375,finn_r63,So easy,really nice app. Payment is quick and I like the receipts,5,4.1.2,AU,2026-08-08T14:52:16Z
as_100376,ben_z95,love it,love it,5,4.1.2,GB,2026-08-08T19:26:37Z
as_100377,mateo_e20,Driver was rude and,Driver was rude and basically threw teh bag at the door. Won't be ordering again.,1,4.1.2,GB,2026-08-08T23:20:36Z
as_100378,nina9,So easy,perfect every time...,5,4.1.0,IE,2026-08-09T18:19:33Z
as_100379,grace_c58,Love it,This app has replaced cooking in my house,5,4.1.0,US,2026-08-09T23:38:50Z
as_100380,dan1995,My go-to app for,My go-to app for Friday night takeaways 🍕 Sort it please.,5,4.1.2,GB,2026-08-10T08:47:41Z
as_100381,meera.o,Never fails,Friday night pho sorted in about 21 minutes. So easy Thx,5,4.1.0,US,2026-08-10T10:43:20Z
as_100382,ben_i23,Brilliant,"Honestly, 19 orders in and not a single problem. Five stars.",5,4.1.2,AU,2026-08-10T14:10:22Z
as_100383,ruby1989,Best delivery app,Fast delivery and the app never crashes. Keep it up.,5,4.1.0,US,2026-08-11T09:17:18Z
as_100384,josh.p,The promo codes are,The promo codes are generous and actually work for me Thanks.,5,4.1.0,US,2026-08-11T21:02:24Z
as_100385,maya_i61,Best delivery app,So many restaurants near me that I didn't know existed 😤,5,4.1.2,FR,2026-08-12T00:49:15Z
as_100385,maya_i61,Best delivery app,So many restaurants near me that I didn't know existed 😤,5,4.1.2,FR,2026-08-12T00:49:15Z
as_100386,will_m63,Superb,Top tier app,5,4.1.0,GB,2026-08-12T08:47:32Z
as_100387,keira.n,Good enough,Good enough.,3,4.1.2,IE,2026-08-12T16:17:21Z
as_100388,ivyx112,Great app,25 orders in and not a single problem. Driver was lovely Anyone else?,4,4.1.2,GB,2026-08-12T21:43:24Z
as_100389,isla_b59,Help,Can I change my order after placing it?,5,4.1.2,AU,2026-08-13T00:39:38Z
as_100390,lucia449,Best delivery app,"Hi, Wing Kings through this app for movie night. 25 minutes door to door. Simple, fast, reliable Thx",4,4.1.0,ES,2026-08-13T01:32:43Z
as_100391,aisha.k,24 orders in and,24 orders in and not a single problem. Would recommend.,4,4.1.2,CA,2026-08-13T02:08:28Z
as_100392,will_776,Really nice app. Payment,Really nice app. Payment is quick and I like the receipts,4,4.1.0,GB,2026-08-13T07:01:57Z
as_100393,aisha2002,Best delivery app,great app 👍 Anyone else?,5,4.1.0,AU,2026-08-13T13:08:42Z
as_100394,george_i29,Never fails,Been using PapaEats for 6 months now. 10/10.,5,4.1.2,US,2026-08-13T13:48:47Z
as_100395,josh_783,"Honestly, Easy to use","Honestly, Easy to use even for my mum, which says a lot.",5,4.1.2,FR,2026-08-13T16:18:12Z
as_100396,luke_t85,Late again,"Hi, Wrong order delivered. Got someone's fried chicken instead of my tacos. Sort it out.",2,4.1.2,US,2026-08-13T19:22:57Z
as_100397,emma.z,Cold food,Food was cold and teh drink was missing !!,3,4.1.2,CA,2026-08-14T02:15:34Z
as_100398,hannah_p65,This app has replaced,This app has replaced cooking in my house !!,5,4.1.2,GB,2026-08-14T02:45:47Z
as_100399,omar.c,Info,is there a way to schedule an order for tomorrow? thanks.,5,4.1.0,AU,2026-08-14T06:23:57Z
as_100400,george1997,Top tier app,Top tier app,4,4.1.0,IE,2026-08-14T06:41:05Z
as_100400,george1997,Top tier app,Top tier app,4,4.1.0,IE,2026-08-14T06:41:05Z
as_100401,tom_m81,Brilliant,"So, ordered greek from Green Bowl on Friday and it arrived in 23 minutes. Big fan 😩",5,4.1.2,FR,2026-08-14T10:44:15Z
as_100402,callum1981,The favourites feature is,The favourites feature is handy. Great app.,4,4.1.2,US,2026-08-14T11:11:44Z
as_100403,josh.f,Top app,Been using PapaEats for 12 months now. Five stars Thx,4,4.1.0,GB,2026-08-14T13:48:36Z
as_100404,keira_c40,FYI friday night kebab,FYI friday night kebab sorted in about 36 minutes. Big fan 😤,5,4.1.2,GB,2026-08-14T18:28:25Z
as_100405,leo1990,"So, Love it. Ordered","So, Love it. Ordered in 30 seconds and teh food came hot.",4,4.1.0,GB,2026-08-14T18:33:05Z
as_100406,emma1991,Five stars,"Quick fried chicken for the match, arrived early. Reordering is two taps 😤",5,4.1.2,GB,2026-08-15T17:50:18Z
as_100407,pierre1998,Quick one: Ordered fried,Quick one: Ordered fried chicken for the whole family last night. Never lets me down Please look into it.,5,4.1.0,IN,2026-08-15T18:39:59Z
as_100408,ella_n16,Love it. Ordered in,Love it. Ordered in 30 seconds and the food came hot.,5,4.1.2,US,2026-08-15T23:23:27Z
as_100409,benx957,Poor service,"Hi, driver left the food at the wrong building. Not impressed Sort it please.",3,4.1.0,DE,2026-08-15T23:55:49Z
as_100410,ethan.l,Random,Works well most of the time.,3,4.1.2,GB,2026-08-16T06:46:53Z
as_100411,hannah_w52,Superb,Customer support sorted my missing item in five minutes. Impressed.,4,4.1.0,GB,2026-08-16T09:07:24Z
as_100412,nina_i29,"Decent app, a bit","Decent app, a bit slow sometimes Sort it please.",3,4.1.0,US,2026-08-16T09:33:56Z
as_100413,dev28,So easy,"Best food delivery app I've used. Fast, easy, and the tracking is great.",4,4.1.2,GB,2026-08-16T10:13:12Z
as_100414,harry702,Superb,ordered pasta for the whole family on friday. would recommend,5,4.1.2,GB,2026-08-16T11:56:21Z
as_100415,max_c52,Just so you know,"Just so you know, easy peasy Love the app otherwise.",5,4.1.0,US,2026-08-17T06:48:23Z
